Date,RPM,Speed,nGear,Throttle,Brake,DRS,Source,Time,SessionTime
2022-05-29 14:09:09.649,9378,82,1,30,False,1,car,0 days 00:01:35.601000,0 days 02:08:09.628000
2022-05-29 14:09:09.929,9347,81,1,29,False,1,car,0 days 00:01:35.881000,0 days 02:08:09.908000
2022-05-29 14:09:10.289,9236,81,1,35,False,1,car,0 days 00:01:36.241000,0 days 02:08:10.268000
2022-05-29 14:09:10.568,9534,82,1,42,False,1,car,0 days 00:01:36.520000,0 days 02:08:10.547000
2022-05-29 14:09:10.768,9778,83,1,43,False,1,car,0 days 00:01:36.720000,0 days 02:08:10.747000
2022-05-29 14:09:11.128,10105,87,1,47,False,1,car,0 days 00:01:37.080000,0 days 02:08:11.107000
2022-05-29 14:09:11.368,10409,90,1,44,False,1,car,0 days 00:01:37.320000,0 days 02:08:11.347000
2022-05-29 14:09:11.648,8589,92,2,50,False,1,car,0 days 00:01:37.600000,0 days 02:08:11.627000
2022-05-29 14:09:11.968,8796,100,2,52,False,1,car,0 days 00:01:37.920000,0 days 02:08:11.947000
2022-05-29 14:09:12.128,9076,104,2,55,False,1,car,0 days 00:01:38.080000,0 days 02:08:12.107000
2022-05-29 14:09:12.408,9725,110,2,56,False,1,car,0 days 00:01:38.360000,0 days 02:08:12.387000
2022-05-29 14:09:12.648,10066,115,2,57,False,1,car,0 days 00:01:38.600000,0 days 02:08:12.627000
2022-05-29 14:09:12.888,10478,119,2,58,False,1,car,0 days 00:01:38.840000,0 days 02:08:12.867000
2022-05-29 14:09:13.048,10586,121,2,53,False,1,car,0 days 00:01:39,0 days 02:08:13.027000
2022-05-29 14:09:13.209,10385,118,2,11,False,1,car,0 days 00:01:39.161000,0 days 02:08:13.188000
2022-05-29 14:09:13.448,9429,112,2,4,False,1,car,0 days 00:01:39.400000,0 days 02:08:13.427000
2022-05-29 14:09:13.688,8899,105,2,8,False,1,car,0 days 00:01:39.640000,0 days 02:08:13.667000
2022-05-29 14:09:13.888,8714,100,2,27,False,1,car,0 days 00:01:39.840000,0 days 02:08:13.867000
2022-05-29 14:09:14.288,8659,101,2,34,False,1,car,0 days 00:01:40.240000,0 days 02:08:14.267000
2022-05-29 14:09:14.448,8723,100,2,30,False,1,car,0 days 00:01:40.400000,0 days 02:08:14.427000
2022-05-29 14:09:14.768,8536,100,2,23,False,1,car,0 days 00:01:40.720000,0 days 02:08:14.747000
2022-05-29 14:09:14.968,8208,98,2,11,True,1,car,0 days 00:01:40.920000,0 days 02:08:14.947000
2022-05-29 14:09:15.328,7948,90,2,12,False,1,car,0 days 00:01:41.280000,0 days 02:08:15.307000
2022-05-29 14:09:15.648,7571,91,2,7,True,1,car,0 days 00:01:41.600000,0 days 02:08:15.627000
2022-05-29 14:09:16.049,7310,85,2,0,True,1,car,0 days 00:01:42.001000,0 days 02:08:16.028000
2022-05-29 14:09:16.209,8150,82,2,0,True,1,car,0 days 00:01:42.161000,0 days 02:08:16.188000
2022-05-29 14:09:16.489,8933,80,1,1,True,1,car,0 days 00:01:42.441000,0 days 02:08:16.468000
2022-05-29 14:09:16.649,8357,75,1,1,True,1,car,0 days 00:01:42.601000,0 days 02:08:16.628000
2022-05-29 14:09:16.889,7972,71,1,0,True,1,car,0 days 00:01:42.841000,0 days 02:08:16.868000
2022-05-29 14:09:17.208,7473,64,1,5,True,1,car,0 days 00:01:43.160000,0 days 02:08:17.187000
2022-05-29 14:09:17.448,7132,64,1,11,False,1,car,0 days 00:01:43.400000,0 days 02:08:17.427000
2022-05-29 14:09:17.608,6992,64,1,11,False,1,car,0 days 00:01:43.560000,0 days 02:08:17.587000
2022-05-29 14:09:17.928,6922,62,1,0,True,1,car,0 days 00:01:43.880000,0 days 02:08:17.907000
2022-05-29 14:09:18.088,6896,60,1,0,True,1,car,0 days 00:01:44.040000,0 days 02:08:18.067000
2022-05-29 14:09:18.288,6534,57,1,12,True,1,car,0 days 00:01:44.240000,0 days 02:08:18.267000
2022-05-29 14:09:18.528,6312,57,1,25,False,1,car,0 days 00:01:44.480000,0 days 02:08:18.507000
2022-05-29 14:09:18.768,7016,61,1,36,False,1,car,0 days 00:01:44.720000,0 days 02:08:18.747000
2022-05-29 14:09:18.968,7572,64,1,41,False,1,car,0 days 00:01:44.920000,0 days 02:08:18.947000
2022-05-29 14:09:19.208,8136,71,1,46,False,1,car,0 days 00:01:45.160000,0 days 02:08:19.187000
2022-05-29 14:09:19.408,8715,77,1,50,False,1,car,0 days 00:01:45.360000,0 days 02:08:19.387000
2022-05-29 14:09:19.568,9385,79,1,53,False,1,car,0 days 00:01:45.520000,0 days 02:08:19.547000
2022-05-29 14:09:19.808,9446,85,1,37,False,1,car,0 days 00:01:45.760000,0 days 02:08:19.787000
2022-05-29 14:09:20.088,8927,80,1,0,True,1,car,0 days 00:01:46.040000,0 days 02:08:20.067000
2022-05-29 14:09:20.448,7399,70,1,0,True,1,car,0 days 00:01:46.400000,0 days 02:08:20.427000
2022-05-29 14:09:20.728,6448,56,1,16,True,1,car,0 days 00:01:46.680000,0 days 02:08:20.707000
2022-05-29 14:09:21.008,6227,59,1,16,False,1,car,0 days 00:01:46.960000,0 days 02:08:20.987000
2022-05-29 14:09:21.248,7907,64,1,59,False,1,car,0 days 00:01:47.200000,0 days 02:08:21.227000
2022-05-29 14:09:21.568,8609,70,1,21,True,1,car,0 days 00:01:47.520000,0 days 02:08:21.547000
2022-05-29 14:09:21.888,6985,63,1,0,True,1,car,0 days 00:01:47.840000,0 days 02:08:21.867000
2022-05-29 14:09:22.088,6063,56,1,0,True,1,car,0 days 00:01:48.040000,0 days 02:08:22.067000
2022-05-29 14:09:22.329,5848,50,1,34,True,1,car,0 days 00:01:48.281000,0 days 02:08:22.308000
2022-05-29 14:09:22.488,6311,50,1,44,False,1,car,0 days 00:01:48.440000,0 days 02:08:22.467000
2022-05-29 14:09:22.649,7150,55,1,53,False,1,car,0 days 00:01:48.601000,0 days 02:08:22.628000
2022-05-29 14:09:22.929,8690,59,1,30,False,1,car,0 days 00:01:48.881000,0 days 02:08:22.908000
2022-05-29 14:09:23.089,8410,61,1,2,False,1,car,0 days 00:01:49.041000,0 days 02:08:23.068000
2022-05-29 14:09:23.409,6572,56,1,0,True,1,car,0 days 00:01:49.361000,0 days 02:08:23.388000
2022-05-29 14:09:23.689,6059,53,1,1,True,1,car,0 days 00:01:49.641000,0 days 02:08:23.668000
2022-05-29 14:09:23.848,6227,53,1,17,False,1,car,0 days 00:01:49.800000,0 days 02:08:23.827000
2022-05-29 14:09:24.088,6032,54,1,17,False,1,car,0 days 00:01:50.040000,0 days 02:08:24.067000
2022-05-29 14:09:24.288,6372,54,1,18,False,1,car,0 days 00:01:50.240000,0 days 02:08:24.267000
2022-05-29 14:09:24.448,6258,55,1,13,False,1,car,0 days 00:01:50.400000,0 days 02:08:24.427000
2022-05-29 14:09:24.688,6252,55,1,9,False,1,car,0 days 00:01:50.640000,0 days 02:08:24.667000
2022-05-29 14:09:24.928,6252,55,1,9,False,1,car,0 days 00:01:50.880000,0 days 02:08:24.907000
2022-05-29 14:09:25.088,6063,51,1,20,False,1,car,0 days 00:01:51.040000,0 days 02:08:25.067000
2022-05-29 14:09:25.368,6315,53,1,25,False,1,car,0 days 00:01:51.320000,0 days 02:08:25.347000
2022-05-29 14:09:25.648,6715,57,1,27,False,1,car,0 days 00:01:51.600000,0 days 02:08:25.627000
2022-05-29 14:09:25.808,6810,59,1,22,False,1,car,0 days 00:01:51.760000,0 days 02:08:25.787000
2022-05-29 14:09:26.088,6279,57,1,0,True,1,car,0 days 00:01:52.040000,0 days 02:08:26.067000
2022-05-29 14:09:26.368,6130,54,1,5,False,1,car,0 days 00:01:52.320000,0 days 02:08:26.347000
2022-05-29 14:09:26.528,5814,53,1,8,False,1,car,0 days 00:01:52.480000,0 days 02:08:26.507000
2022-05-29 14:09:26.928,5886,51,1,13,False,1,car,0 days 00:01:52.880000,0 days 02:08:26.907000
2022-05-29 14:09:27.128,5795,52,1,23,False,1,car,0 days 00:01:53.080000,0 days 02:08:27.107000
2022-05-29 14:09:27.408,6355,56,1,24,False,1,car,0 days 00:01:53.360000,0 days 02:08:27.387000
2022-05-29 14:09:27.648,6504,56,1,19,False,1,car,0 days 00:01:53.600000,0 days 02:08:27.627000
2022-05-29 14:09:27.929,6734,58,1,19,False,1,car,0 days 00:01:53.881000,0 days 02:08:27.908000
2022-05-29 14:09:28.088,6723,58,1,19,False,1,car,0 days 00:01:54.040000,0 days 02:08:28.067000
2022-05-29 14:09:28.408,6239,55,1,1,True,1,car,0 days 00:01:54.360000,0 days 02:08:28.387000
2022-05-29 14:09:28.648,5829,52,1,10,True,1,car,0 days 00:01:54.600000,0 days 02:08:28.627000
2022-05-29 14:09:28.968,5834,50,1,12,True,1,car,0 days 00:01:54.920000,0 days 02:08:28.947000
2022-05-29 14:09:29.169,6017,52,1,20,False,1,car,0 days 00:01:55.121000,0 days 02:08:29.148000
2022-05-29 14:09:29.409,5794,53,1,13,False,1,car,0 days 00:01:55.361000,0 days 02:08:29.388000
2022-05-29 14:09:29.729,5899,52,1,11,True,1,car,0 days 00:01:55.681000,0 days 02:08:29.708000
2022-05-29 14:09:29.929,5619,49,1,1,True,1,car,0 days 00:01:55.881000,0 days 02:08:29.908000
2022-05-29 14:09:30.249,5603,48,1,22,False,1,car,0 days 00:01:56.201000,0 days 02:08:30.228000
2022-05-29 14:09:30.449,5773,49,1,19,False,1,car,0 days 00:01:56.401000,0 days 02:08:30.428000
2022-05-29 14:09:30.728,5649,50,1,8,True,1,car,0 days 00:01:56.680000,0 days 02:08:30.707000
2022-05-29 14:09:31.048,5494,47,1,20,False,1,car,0 days 00:01:57,0 days 02:08:31.027000
2022-05-29 14:09:31.488,5718,52,1,8,False,1,car,0 days 00:01:57.440000,0 days 02:08:31.467000
2022-05-29 14:09:31.848,5483,47,1,0,True,1,car,0 days 00:01:57.800000,0 days 02:08:31.827000
2022-05-29 14:09:32.328,5608,51,1,40,False,1,car,0 days 00:01:58.280000,0 days 02:08:32.307000
2022-05-29 14:09:32.568,5596,52,1,1,True,1,car,0 days 00:01:58.520000,0 days 02:08:32.547000
2022-05-29 14:09:32.848,5222,45,1,24,True,1,car,0 days 00:01:58.800000,0 days 02:08:32.827000
2022-05-29 14:09:33.088,5782,45,1,46,False,1,car,0 days 00:01:59.040000,0 days 02:08:33.067000
2022-05-29 14:09:33.368,7742,52,1,42,False,1,car,0 days 00:01:59.320000,0 days 02:08:33.347000
2022-05-29 14:09:33.729,7748,59,1,50,True,1,car,0 days 00:01:59.681000,0 days 02:08:33.708000
2022-05-29 14:09:33.929,6694,59,1,0,True,1,car,0 days 00:01:59.881000,0 days 02:08:33.908000
2022-05-29 14:09:34.088,6085,59,1,0,True,1,car,0 days 00:02:00.040000,0 days 02:08:34.067000
2022-05-29 14:09:34.408,5267,46,1,0,True,1,car,0 days 00:02:00.360000,0 days 02:08:34.387000
2022-05-29 14:09:34.648,5731,43,1,38,False,1,car,0 days 00:02:00.600000,0 days 02:08:34.627000
2022-05-29 14:09:35.048,7380,54,1,45,False,1,car,0 days 00:02:01,0 days 02:08:35.027000
2022-05-29 14:09:35.248,6679,56,1,14,True,1,car,0 days 00:02:01.200000,0 days 02:08:35.227000
2022-05-29 14:09:35.649,6832,59,1,27,False,1,car,0 days 00:02:01.601000,0 days 02:08:35.628000
2022-05-29 14:09:35.889,6257,57,1,7,True,1,car,0 days 00:02:01.841000,0 days 02:08:35.868000
2022-05-29 14:09:36.209,5828,51,1,0,True,1,car,0 days 00:02:02.161000,0 days 02:08:36.188000
2022-05-29 14:09:36.449,5740,48,1,10,True,1,car,0 days 00:02:02.401000,0 days 02:08:36.428000
2022-05-29 14:09:36.689,5116,47,1,6,True,1,car,0 days 00:02:02.641000,0 days 02:08:36.668000
2022-05-29 14:09:36.969,5067,45,1,0,False,1,car,0 days 00:02:02.921000,0 days 02:08:36.948000
2022-05-29 14:09:37.169,4730,43,1,0,False,1,car,0 days 00:02:03.121000,0 days 02:08:37.148000
2022-05-29 14:09:37.488,4702,40,1,0,True,1,car,0 days 00:02:03.440000,0 days 02:08:37.467000
2022-05-29 14:09:37.648,4480,38,1,0,True,1,car,0 days 00:02:03.600000,0 days 02:08:37.627000
2022-05-29 14:09:37.968,4214,35,1,0,False,1,car,0 days 00:02:03.920000,0 days 02:08:37.947000
2022-05-29 14:09:38.448,4243,38,1,14,False,1,car,0 days 00:02:04.400000,0 days 02:08:38.427000
2022-05-29 14:09:38.648,4209,37,1,11,False,1,car,0 days 00:02:04.600000,0 days 02:08:38.627000
2022-05-29 14:09:38.968,4296,37,1,8,False,1,car,0 days 00:02:04.920000,0 days 02:08:38.947000
2022-05-29 14:09:39.288,3691,34,1,0,False,1,car,0 days 00:02:05.240000,0 days 02:08:39.267000
2022-05-29 14:09:39.488,3595,34,1,14,False,1,car,0 days 00:02:05.440000,0 days 02:08:39.467000
2022-05-29 14:09:39.888,4330,35,1,14,False,1,car,0 days 00:02:05.840000,0 days 02:08:39.867000
2022-05-29 14:09:40.288,4002,36,1,12,False,1,car,0 days 00:02:06.240000,0 days 02:08:40.267000
2022-05-29 14:09:40.648,3994,36,1,6,False,1,car,0 days 00:02:06.600000,0 days 02:08:40.627000
2022-05-29 14:09:40.848,3514,34,1,0,True,1,car,0 days 00:02:06.800000,0 days 02:08:40.827000
2022-05-29 14:09:41.048,3610,32,1,1,False,1,car,0 days 00:02:07,0 days 02:08:41.027000
2022-05-29 14:09:41.288,3264,31,1,3,False,1,car,0 days 00:02:07.240000,0 days 02:08:41.267000
2022-05-29 14:09:41.568,3397,30,1,13,False,1,car,0 days 00:02:07.520000,0 days 02:08:41.547000
2022-05-29 14:09:41.929,3932,34,1,23,False,1,car,0 days 00:02:07.881000,0 days 02:08:41.908000
2022-05-29 14:09:42.169,4415,36,1,18,False,1,car,0 days 00:02:08.121000,0 days 02:08:42.148000
2022-05-29 14:09:42.449,4849,40,1,22,False,1,car,0 days 00:02:08.401000,0 days 02:08:42.428000
2022-05-29 14:09:42.729,5351,44,1,25,False,1,car,0 days 00:02:08.681000,0 days 02:08:42.708000
2022-05-29 14:09:43.009,5859,48,1,22,False,1,car,0 days 00:02:08.961000,0 days 02:08:42.988000
2022-05-29 14:09:43.209,4894,46,1,0,True,1,car,0 days 00:02:09.161000,0 days 02:08:43.188000
2022-05-29 14:09:43.449,4560,42,1,1,True,1,car,0 days 00:02:09.401000,0 days 02:08:43.428000
2022-05-29 14:09:43.649,4284,40,1,12,False,1,car,0 days 00:02:09.601000,0 days 02:08:43.628000
2022-05-29 14:09:43.809,4284,39,1,12,False,1,car,0 days 00:02:09.761000,0 days 02:08:43.788000
2022-05-29 14:09:44.008,4402,39,1,12,False,1,car,0 days 00:02:09.960000,0 days 02:08:43.987000
2022-05-29 14:09:44.448,4137,38,1,5,True,1,car,0 days 00:02:10.400000,0 days 02:08:44.427000
2022-05-29 14:09:44.888,4269,35,1,11,False,1,car,0 days 00:02:10.840000,0 days 02:08:44.867000
2022-05-29 14:09:45.128,3853,35,1,0,False,1,car,0 days 00:02:11.080000,0 days 02:08:45.107000
2022-05-29 14:09:45.368,3771,33,1,0,False,1,car,0 days 00:02:11.320000,0 days 02:08:45.347000
2022-05-29 14:09:45.688,3582,32,1,5,False,1,car,0 days 00:02:11.640000,0 days 02:08:45.667000
2022-05-29 14:09:46.008,4260,32,1,25,False,1,car,0 days 00:02:11.960000,0 days 02:08:45.987000
2022-05-29 14:09:46.368,4741,35,1,15,False,1,car,0 days 00:02:12.320000,0 days 02:08:46.347000
2022-05-29 14:09:46.568,4321,35,1,0,True,1,car,0 days 00:02:12.520000,0 days 02:08:46.547000
2022-05-29 14:09:46.768,3401,33,1,0,False,1,car,0 days 00:02:12.720000,0 days 02:08:46.747000
2022-05-29 14:09:46.928,3606,32,1,16,False,1,car,0 days 00:02:12.880000,0 days 02:08:46.907000
2022-05-29 14:09:47.128,4267,33,1,32,False,1,car,0 days 00:02:13.080000,0 days 02:08:47.107000
2022-05-29 14:09:47.368,5225,37,1,23,False,1,car,0 days 00:02:13.320000,0 days 02:08:47.347000
2022-05-29 14:09:47.568,4805,39,1,11,True,1,car,0 days 00:02:13.520000,0 days 02:08:47.547000
2022-05-29 14:09:47.848,4347,37,1,7,False,1,car,0 days 00:02:13.800000,0 days 02:08:47.827000
2022-05-29 14:09:48.209,4089,36,1,19,False,1,car,0 days 00:02:14.161000,0 days 02:08:48.188000
2022-05-29 14:09:48.609,4421,37,1,16,False,1,car,0 days 00:02:14.561000,0 days 02:08:48.588000
2022-05-29 14:09:48.849,4716,40,1,21,False,1,car,0 days 00:02:14.801000,0 days 02:08:48.828000
2022-05-29 14:09:49.129,5116,42,1,21,False,1,car,0 days 00:02:15.081000,0 days 02:08:49.108000
2022-05-29 14:09:49.329,5373,46,1,22,False,1,car,0 days 00:02:15.281000,0 days 02:08:49.308000
2022-05-29 14:09:49.609,5491,48,1,22,False,1,car,0 days 00:02:15.561000,0 days 02:08:49.588000
2022-05-29 14:09:49.929,6088,51,1,25,False,1,car,0 days 00:02:15.881000,0 days 02:08:49.908000
2022-05-29 14:09:50.089,5798,53,1,22,False,1,car,0 days 00:02:16.041000,0 days 02:08:50.068000
2022-05-29 14:09:50.409,5888,57,2,24,False,1,car,0 days 00:02:16.361000,0 days 02:08:50.388000
2022-05-29 14:09:50.728,5209,57,2,22,False,1,car,0 days 00:02:16.680000,0 days 02:08:50.707000
2022-05-29 14:09:50.888,5769,62,2,37,False,1,car,0 days 00:02:16.840000,0 days 02:08:50.867000
2022-05-29 14:09:51.088,6818,66,2,46,False,1,car,0 days 00:02:17.040000,0 days 02:08:51.067000
2022-05-29 14:09:51.368,7636,73,2,43,False,1,car,0 days 00:02:17.320000,0 days 02:08:51.347000
2022-05-29 14:09:51.608,7199,81,2,44,False,1,car,0 days 00:02:17.560000,0 days 02:08:51.587000
2022-05-29 14:09:51.968,7797,88,2,50,False,1,car,0 days 00:02:17.920000,0 days 02:08:51.947000
2022-05-29 14:09:52.248,8622,96,2,54,False,1,car,0 days 00:02:18.200000,0 days 02:08:52.227000
2022-05-29 14:09:52.608,7735,103,2,58,False,1,car,0 days 00:02:18.560000,0 days 02:08:52.587000
2022-05-29 14:09:52.928,8037,115,3,67,False,1,car,0 days 00:02:18.880000,0 days 02:08:52.907000
2022-05-29 14:09:53.128,9437,118,3,76,False,1,car,0 days 00:02:19.080000,0 days 02:08:53.107000
2022-05-29 14:09:53.368,11117,123,3,76,False,1,car,0 days 00:02:19.320000,0 days 02:08:53.347000
2022-05-29 14:09:53.648,10880,127,3,72,False,1,car,0 days 00:02:19.600000,0 days 02:08:53.627000
2022-05-29 14:09:53.809,10211,135,3,73,False,1,car,0 days 00:02:19.761000,0 days 02:08:53.788000
2022-05-29 14:09:54.129,10505,147,3,81,False,1,car,0 days 00:02:20.081000,0 days 02:08:54.108000
2022-05-29 14:09:54.288,9572,150,4,83,False,1,car,0 days 00:02:20.240000,0 days 02:08:54.267000
2022-05-29 14:09:54.528,10179,160,4,80,False,1,car,0 days 00:02:20.480000,0 days 02:08:54.507000
2022-05-29 14:09:54.729,10474,166,4,82,False,1,car,0 days 00:02:20.681000,0 days 02:08:54.708000
2022-05-29 14:09:55.249,11885,179,4,84,False,1,car,0 days 00:02:21.201000,0 days 02:08:55.228000
2022-05-29 14:09:55.609,11540,187,4,65,False,1,car,0 days 00:02:21.561000,0 days 02:08:55.588000
2022-05-29 14:09:55.849,10560,188,4,80,False,1,car,0 days 00:02:21.801000,0 days 02:08:55.828000
2022-05-29 14:09:56.009,10150,192,5,80,False,1,car,0 days 00:02:21.961000,0 days 02:08:55.988000
2022-05-29 14:09:56.209,10364,196,5,82,False,1,car,0 days 00:02:22.161000,0 days 02:08:56.188000
2022-05-29 14:09:56.489,10730,201,5,85,False,1,car,0 days 00:02:22.441000,0 days 02:08:56.468000
2022-05-29 14:09:56.649,10935,204,5,100,False,1,car,0 days 00:02:22.601000,0 days 02:08:56.628000
2022-05-29 14:09:56.889,11336,212,5,100,False,1,car,0 days 00:02:22.841000,0 days 02:08:56.868000
2022-05-29 14:09:57.289,11572,218,5,100,False,1,car,0 days 00:02:23.241000,0 days 02:08:57.268000
2022-05-29 14:09:57.568,10275,225,6,94,False,1,car,0 days 00:02:23.520000,0 days 02:08:57.547000
2022-05-29 14:09:58.008,10133,221,6,34,True,1,car,0 days 00:02:23.960000,0 days 02:08:57.987000
